1.000000,5783.000000,704.000000,2.000000,7.000000,4.000000,14.000000,1.000000,1.000000,6.000000,1.000000,2.000000,360.000000,1333.000000,1.000000
0.000000,5575.000000,708.000000,2.000000,4.000000,8.000000,675.000000,1.000000,1.000000,3.000000,1.000000,2.000000,100.000000,51.000000,2.000000
1.000000,4483.000000,7.000000,1.000000,8.000000,4.000000,1625.000000,0.000000,0.000000,0.000000,0.000000,2.000000,160.000000,3.000000,2.000000
1.000000,23.000000,75.000000,2.000000,7.000000,4.000000,5.000000,0.000000,0.000000,0.000000,1.000000,1.000000,320.000000,1.000000,2.000000
1.000000,2308.000000,115.000000,2.000000,9.000000,8.000000,2125.000000,1.000000,1.000000,11.000000,1.000000,2.000000,290.000000,285.000000,1.000000
0.000000,47.000000,13.000000,2.000000,3.000000,5.000000,5165.000000,1.000000,1.000000,9.000000,1.000000,2.000000,0.000000,1.000000,1.000000
1.000000,1625.000000,0.000000,1.000000,6.000000,4.000000,25.000000,0.000000,0.000000,0.000000,0.000000,2.000000,60.000000,1.000000,2.000000
1.000000,2167.000000,1165.000000,1.000000,4.000000,4.000000,25.000000,1.000000,1.000000,1.000000,0.000000,2.000000,180.000000,21.000000,2.000000
1.000000,375.000000,835.000000,2.000000,10.000000,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,120.000000,6.000000,2.000000
1.000000,2967.000000,1415.000000,2.000000,9.000000,8.000000,75.000000,1.000000,1.000000,1.000000,0.000000,2.000000,240.000000,101.000000,1.000000
1.000000,4825.000000,25085.000000,2.000000,9.000000,4.000000,175.000000,1.000000,1.000000,3.000000,0.000000,2.000000,120.000000,15.000000,1.000000
1.000000,3233.000000,75.000000,2.000000,10.000000,5.000000,1585.000000,1.000000,0.000000,0.000000,1.000000,1.000000,420.000000,1.000000,2.000000
1.000000,3917.000000,171.000000,2.000000,14.000000,4.000000,125.000000,1.000000,1.000000,5.000000,1.000000,2.000000,480.000000,1.000000,1.000000
0.000000,2717.000000,125.000000,2.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,2.000000,92.000000,301.000000,2.000000
1.000000,2892.000000,375.000000,2.000000,8.000000,4.000000,29.000000,0.000000,0.000000,0.000000,0.000000,2.000000,220.000000,141.000000,2.000000
0.000000,4667.000000,46.000000,2.000000,13.000000,8.000000,415.000000,1.000000,1.000000,11.000000,1.000000,2.000000,440.000000,7.000000,1.000000
1.000000,21.000000,3.000000,1.000000,2.000000,4.000000,1085.000000,1.000000,1.000000,8.000000,1.000000,2.000000,160.000000,2.000000,1.000000
0.000000,5025.000000,835.000000,2.000000,6.000000,4.000000,5.000000,0.000000,0.000000,0.000000,1.000000,2.000000,240.000000,118.000000,2.000000
0.000000,3157.000000,1125.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,184.000000,5201.000000,2.000000
0.000000,2408.000000,5.000000,2.000000,11.000000,8.000000,125.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,679.000000,1.000000
1.000000,3475.000000,25.000000,2.000000,13.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,2.000000,348.000000,1.000000,2.000000
0.000000,4433.000000,0.000000,2.000000,8.000000,4.000000,25.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,1.000000
0.000000,1733.000000,95.000000,2.000000,6.000000,4.000000,175.000000,0.000000,1.000000,10.000000,1.000000,2.000000,0.000000,11.000000,2.000000
1.000000,495.000000,7585.000000,2.000000,3.000000,5.000000,7585.000000,1.000000,1.000000,15.000000,1.000000,2.000000,0.000000,5001.000000,1.000000
0.000000,2742.000000,145.000000,2.000000,14.000000,8.000000,3085.000000,1.000000,1.000000,1.000000,0.000000,2.000000,120.000000,12.000000,1.000000
1.000000,5675.000000,1225.000000,2.000000,7.000000,4.000000,125.000000,1.000000,1.000000,4.000000,1.000000,2.000000,200.000000,1.000000,1.000000
1.000000,595.000000,275.000000,2.000000,9.000000,4.000000,175.000000,1.000000,1.000000,5.000000,1.000000,2.000000,60.000000,59.000000,1.000000
0.000000,1692.000000,5.000000,2.000000,3.000000,4.000000,165.000000,0.000000,1.000000,6.000000,1.000000,2.000000,240.000000,36.000000,2.000000
0.000000,4817.000000,1335.000000,2.000000,3.000000,7.000000,335.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,121.000000,2.000000
1.000000,215.000000,975.000000,2.000000,8.000000,4.000000,25.000000,1.000000,0.000000,0.000000,0.000000,2.000000,140.000000,1.000000,2.000000
0.000000,3775.000000,55.000000,2.000000,11.000000,4.000000,125.000000,1.000000,0.000000,0.000000,1.000000,2.000000,228.000000,1.000000,1.000000
0.000000,245.000000,175.000000,1.000000,8.000000,4.000000,165.000000,0.000000,0.000000,0.000000,0.000000,2.000000,132.000000,1.000000,2.000000
1.000000,2692.000000,225.000000,2.000000,3.000000,5.000000,5.000000,0.000000,0.000000,0.000000,1.000000,2.000000,640.000000,4001.000000,2.000000
1.000000,3317.000000,3165.000000,1.000000,14.000000,4.000000,3165.000000,1.000000,1.000000,3.000000,1.000000,2.000000,380.000000,1.000000,1.000000
